SMILES,LogS,Mol,MW
COc1ncccc1NC(=O)c1cccc(C)n1,-4.008047092133365,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AA40>,243.266
O=C(NCc1ccc(O)cc1)Nc1ccncc1F,-3.8392299322319112,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AAB0>,261.25600000000003
N#Cc1cccc(CN2CCOC[C@H](O)C2)c1,-4.041529193432374,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AB20>,232.28299999999996
NC(=O)CN1CCC(CCc2ccccc2)CC1,-3.775294213219714,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AB90>,246.35399999999998
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnc(-c3cc4c(s3)CCCC4)o2)CC1,-5.2498749254172585,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AC00>,435.5530000000003
COc1ccccc1C(=O)Nc1cccc(-c2ccnc(C)n2)c1,-3.837580823133356,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AC70>,319.36400000000003
Cc1nc2ccc(C(=O)NCCCc3ccc(F)cc3)cc2[nH]1,-3.812927305588258,<rdkit.Chem.rdchem.Mol object at 0x00000285F143ACE0>,311.35999999999996
COc1ccc(C(=O)N2CCCC2)cc1NC(=O)c1cc(F)c(F)c(F)c1F,-3.955207852043341,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AD50>,396.34000000000003
c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1,-3.768957097379398,<rdkit.Chem.rdchem.Mol object at 0x00000285F143ADC0>,299.35499999999996
CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,-4.447595725486706,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AE30>,355.3980000000001
CN1CCN(C(=O)C2(NC(=O)c3cc(Cl)c4c(c3)OCO4)CCCC2)CC1,-3.6976719436793624,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AEA0>,393.8710000000003
COCc1ccc(-c2nc3c([nH]2)c(C)nn3C2CCCCC2)o1,-3.9181411383200606,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AF10>,314.3890000000001
N#Cc1cccnc1Nc1cnn(Cc2ccccc2)c1,-4.86928693372447,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AF80>,275.315
COCc1nc(C2CCN(CCO)CC2)no1,-3.825033921304429,<rdkit.Chem.rdchem.Mol object at 0x00000285F143AFF0>,241.29099999999994
CN(CCC#N)Cc1cc(C#N)ccc1F,-3.8400241399172907,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B060>,217.24699999999999
Cc1cccnc1NC(=O)CCc1ccc(F)cc1,-3.831648896693725,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B0D0>,258.296
COC(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,-5.205581540833037,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B140>,505.69900000000047
CC(=O)NC1(c2ccc(F)cc2)CCN(Cc2ccc(OC3CCCC3)cc2)CC1,-3.753609506885111,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B1B0>,410.53300000000024
CC(=O)N1c2ccccc2C[C@H]1C(=O)O,-3.786253528351244,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B220>,205.21299999999997
C[C@H](C(=O)Nc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O,-4.082791470694361,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B290>,320.3520000000001
O=C(Nc1cc(Cl)ccc1Cl)c1cccc(N2CCCC2=O)c1,-4.0011419031483255,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B300>,349.21700000000016
Cn1ccc2c(NC(=O)N3CCCN(C(=O)Oc4ccccc4)CC3)cccc21,-3.737186224918669,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B370>,392.45900000000006
Cc1cccc(NC(=O)CN2C(=O)N(C)C3(CCCCC3)C2=O)c1C,-3.758988027107531,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B3E0>,343.4270000000002
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,-3.8774370388350468,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B450>,383.4670000000001
COc1ccc(CN(C)c2ncncc2Br)cc1O,-3.7654744785729624,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B4C0>,324.17800000000005
O=C(NCc1ccc(O)c(O)c1)c1ccc2ccccc2n1,-3.725295253712035,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B530>,294.31
COc1ccc2c(c1)CN(c1nc(C)cc(C)n1)CC2,-4.425562599110529,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B5A0>,269.348
Cc1ccc(F)cc1C(=O)N1CCc2c(nc(-c3ccccn3)nc2N(C)C)C1,-4.182067754400733,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B610>,391.4500000000001
COc1ccc(CCCNc2nnc(C)o2)cc1,-3.987703497058523,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B680>,247.298
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(OCC3CC3)nc2O1,-5.734022179701586,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B6F0>,379.42000000000024
N#Cc1cc(F)c(NS(=O)(=O)c2c[nH]c3cc(Cl)ccc23)cc1F,-3.7453677553894154,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B760>,367.76400000000007
CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(O)n2n1,-3.990545159171763,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B7D0>,429.5460000000003
COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,-6.6696441055623925,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B840>,467.3520000000002
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1,-3.8356513221483555,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B8B0>,431.5110000000002
CC(=O)Nc1ccc(O)cc1,-3.7369714793977744,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B920>,151.165
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccccc2)s1,-5.514664316674246,<rdkit.Chem.rdchem.Mol object at 0x00000285F143B990>,294.37899999999996
Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,-6.272385874937518,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BA00>,374.4690000000001
N#Cc1ccc(NS(=O)(=O)c2c[nH]c3nc(Cl)ccc23)c(F)c1,-4.427741241703634,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BA70>,350.76200000000006
O=C(Cc1ccc2c(c1)CCCC2)Nc1ccc(-n2cnnn2)cc1,-5.545235477328542,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BAE0>,333.395
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,-4.315405279413833,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BB50>,315.67799999999994
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,-4.047234304026523,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BBC0>,401.47400000000016
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,-6.146066875968671,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BC30>,489.9310000000001
COc1ccc(-c2nn3c(-c4ccco4)nnc3c3ccccc23)cc1,-6.279207975634072,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BCA0>,342.35800000000006
CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)[nH]n1,-6.1454844691387365,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BD10>,363.461
O=C(Nc1ccc(Cl)cn1)C1(c2cccc(Cl)c2)CC1,-5.968878996058712,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BD80>,307.18000000000006
Cc1cccc(NC2CCN(C(=O)OC(C)(C)C)CC2)c1,-5.533588154432787,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BDF0>,290.40700000000004
COc1cccc2cc(C(N)=S)/c(=N/Nc3ccccc3)oc12,-5.859195691963862,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BE60>,325.39300000000003
O=C1N=C(N2CCN(c3ccccc3)CC2)S/C1=C\c1ccc(O)cc1O,-5.652026662908883,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BED0>,381.4570000000001
O=C1N=C(N2CCCCN2)S/C1=C\c1ccc(F)cc1O,-5.533390708456876,<rdkit.Chem.rdchem.Mol object at 0x00000285F143BF40>,307.3500000000001
N#Cc1ccc(COc2cnc3ccccc3n2)cc1,-6.138359215063101,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C040>,261.284
COc1ccc(C(=O)Nc2cc(-c3ccc(F)c(F)c3)no2)cc1,-5.974827381006695,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C0B0>,330.29
CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,-6.277572752277035,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C120>,416.86500000000024
CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,-3.9978513933795794,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C190>,383.4980000000001
Nc1nc2c3ccccc3oc2c2ccccc12,-5.971754422135181,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C200>,234.25799999999995
COc1ccccc1N1CCN(c2nc(-c3ccc(C)cc3)cc(=O)[nH]2)CC1,-6.27468884190154,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C270>,376.4600000000001
c1ccc(Cc2ccccc2-c2nnc(-c3cccnc3)o2)cc1,-6.15362087753981,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C2E0>,313.36
Nc1nc(N)c2c(OCC3CCN(Cc4c(Cl)cccc4Cl)CC3)cccc2n1,-6.0337804947699585,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C350>,432.35500000000013
Cc1ccc(NC(=O)c2c([O-])n(-c3ccc(C)cc3)n[n+]2Cc2ccccc2)cc1,-6.27817197516792,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C3C0>,398.4660000000001
N#C/C(=C\c1cnn(Cc2ccccc2)c1)c1nc2cc(Cl)ccc2c(=O)[nH]1,-6.3581924792314215,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C430>,387.83000000000015
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,-5.692218012921517,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C4A0>,477.51800000000026
O=C1/C(=C2/CCCCCN2)C(Nc2ccccc2)=NN1c1ccccc1,-5.8072267483100095,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C510>,346.4340000000001
Fc1cccc(Cn2nnc(-c3ccccc3)n2)c1F,-6.434980649877986,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C580>,272.25800000000004
O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,-5.969805570272463,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C5F0>,382.46300000000025
CCN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2C(C)=O)cc1,-5.9726203667375195,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C660>,422.5060000000001
CN(C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1)C1(C#N)CCC1,-6.148115875647312,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C6D0>,309.41300000000007
COc1ccc(C(C)(C)C)cc1NC(=O)C1(C#N)CCCC1,-6.000581564763797,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C740>,300.40200000000016
CCOc1nc(-c2ccc(Cl)c(Cl)c2)n(-c2cccc(NC(=O)c3ccc(F)cc3)c2)n1,-6.27537493856535,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C7B0>,471.31900000000013
Cc1cc(F)ccc1NC(=O)c1cccc2cccnc12,-5.804173520532548,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C820>,280.302
CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccccc3)cc2)cc1,-5.9690289759624555,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C890>,372.468
Cc1cc(C)c(NC(=O)Cn2nnn(-c3cccs3)c2=O)c(C)c1,-5.649324741837499,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C900>,343.4120000000001
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NS(=O)(=O)c1ccc(Cl)cc1,-6.152601718851351,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C970>,397.88700000000017
COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,-6.194555040349404,<rdkit.Chem.rdchem.Mol object at 0x00000285F143C9E0>,469.5440000000002
Cc1oc2cc(OCC(=O)Nc3nccs3)ccc2c(=O)c1Oc1ccc(F)cc1,-5.930872654128681,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CA50>,426.4250000000002
N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,-5.792685591918474,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CAC0>,440.4980000000002
Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1,-5.900284757916157,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CB30>,516.6520000000004
FC(F)(F)c1ccc(Nc2nc3cc(Oc4ccnc(-c5ncc(C(F)(F)F)[nH]5)c4)ccc3[nH]2)cc1,-6.158701867797972,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CBA0>,504.39400000000006
CCOC(=O)C1CCN(C(=O)c2cc3occc3c(Nc3ccc(F)cc3)n2)CC1,-5.669816450417364,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CC10>,411.4330000000001
Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)c(C)c1-n1cnnn1,-4.337275457779421,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CC80>,387.42100000000016
O=C(Nc1nncs1)c1ccc(N2CCC3(CCCCC3)C2)nc1,-5.716327171680368,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CCF0>,343.4560000000002
COc1ccccc1N1CCN(c2nc(-c3ccc(F)cc3)cc(=O)[nH]2)CC1,-6.279236770075897,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CD60>,380.4230000000001
Cc1cc(NC(=O)Cn2nc(C3CC3)ccc2=O)ccc1Cl,-5.567622643063443,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CDD0>,317.77599999999995
CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,-5.7700079577277945,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CE40>,529.9690000000002
O=C(Nc1ccccc1)Nc1ccc(OC(F)(F)F)cc1,-5.568565440062394,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CEB0>,296.24799999999993
NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,-6.265250956984604,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CF20>,460.4590000000001
COc1ccc2nc(C(=O)Nc3cnc4c(cnn4C(C)C)c3)ccc2c1,-6.38190289768476,<rdkit.Chem.rdchem.Mol object at 0x00000285F143CF90>,361.4050000000001
Cc1cccc2sc(NC(=O)c3cccnc3)nc12,-5.714279774587494,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D000>,269.32900000000006
Cc1ccc(C(N)=O)c(OCc2c(Cl)ccc3cccnc23)c1,-5.728929620454535,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D070>,326.783
O=C(Cn1nc2n(c1=O)-c1ccccc1C1=NCCN12)N1CCc2ccccc21,-4.8243754126740654,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D0E0>,386.41500000000013
CN(C(=O)OC(C)(C)C)c1ccc2ccccc2n1,-5.965001682232554,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D150>,258.32099999999997
Cc1cc2ccccc2n1CC(=O)N(C)Cc1cnn(C)c1,-3.7953293916291306,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D1C0>,296.37399999999997
c1ccc2c(c1)nnn2Cc1ccc2c(c1)OCO2,-5.421297084351384,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D230>,253.26099999999997
O=C(CCOc1ccccc1)N1CCCC(c2n[nH]cc2-c2ccc(Cl)cc2)C1,-5.709605942668287,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D2A0>,409.91700000000003
O=C(Nc1ccccc1)c1sc(N2CCOCC2)nc1-c1ccccc1,-6.147864125178065,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D310>,365.458
O=C(/C=C/N1C[C@H]2C[C@@H]1CN2c1ccccn1)c1ccccc1O,-3.883976412416433,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D380>,321.38000000000005
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)s1,-5.975345357208938,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D3F0>,396.82099999999997
Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1,-6.145698228618215,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D460>,461.5430000000002
Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1,-6.4405802646349235,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D4D0>,496.42400000000015
COc1ccc(-c2cnn3c(N)c(-c4ccccc4)cnc23)cc1OC,-6.260811744794769,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D540>,346.3900000000001
COc1ccc(-c2nnc3nn(C)c(=O)n3c2-c2ccc(OC)cc2)cc1,-6.162417426109612,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D5B0>,363.37700000000007
COc1ccc(-c2csc(CC(N)=O)n2)cc1,-3.8994446248832872,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D620>,248.30699999999996
CNC(=O)c1ccc(/C=C/c2nc3cc(Cl)ccc3o2)cc1,-5.614392058074159,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D690>,312.75600000000003
CCOC(=O)c1ccc(OCC(=O)c2c[nH]c3ccccc23)cc1,-5.670821088055673,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D700>,323.348
Cc1cnc(NC(=O)c2cc(S(=O)(=O)N(C)C)ccc2N2CCCC2)s1,-6.273851931080801,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D770>,394.5220000000002
COc1cc2c(cc1OC)-c1[nH]nc(NCc3c(Cl)cccc3Cl)c1C2=O,-6.144255253531095,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D7E0>,404.25300000000016
O=c1[nH]c2nc(N3CCc4ccccc4C3)ncc2c(=O)n1-c1ccccc1,-6.268811903403762,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D850>,371.4000000000001
COc1ccccc1-n1cc2c(c1-c1ccccc1Br)c(=O)n(C)c(=O)n2C,-5.73526070736826,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D8C0>,440.29700000000014
COCc1noc(-c2ccc(-c3cc(C)cc(C)c3)nc2)n1,-6.148105916513725,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D930>,295.342
Oc1cccc(/C=C/c2nc3ccccc3o2)c1,-5.530122825134228,<rdkit.Chem.rdchem.Mol object at 0x00000285F143D9A0>,237.25799999999998
Clc1cc2c(NC3CCCC3)nnc(-c3ccncc3)c2cc1Cl,-6.276655264558874,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DA10>,359.26
C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,-6.2427086869678465,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DA80>,524.6020000000002
CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1,-6.151729606848083,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DAF0>,496.3610000000001
Cc1cccc(OCC(=O)Nc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)c1,-5.97426112832585,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DB60>,386.4070000000001
Cc1ccc(-c2csc(CC(N)=O)n2)cc1C,-3.837036962058199,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DBD0>,246.33499999999998
CS(=O)(=O)N1CCc2cc(C(=O)NCCOc3ccc4ccccc4c3)ccc21,-5.969855195600078,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DC40>,410.4950000000001
Cc1cccc(Nc2ccc(C3CCN(C(=O)c4cc5cc(F)ccc5n4C)CC3)nc2)n1,-6.368165482751867,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DCB0>,443.5260000000002
CC(C)C(=O)Nc1ncc(-c2ccccc2)s1,-5.6511634330581995,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DD20>,246.335
Cc1cc(C)c(-c2csc(NC(=O)Cn3cnnn3)n2)c(C)c1,-6.437223224901182,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DD90>,328.40100000000007
O=C(Nc1ccccc1)c1c([O-])n(-c2ccccc2)n[n+]1Cc1ccccc1,-6.267655051797599,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DE00>,370.4120000000001
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,-3.7496241787515294,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DE70>,326.8310000000001
COc1ccc(OCc2nn3c(-c4ccc(OC)cc4)nnc3s2)cc1,-6.265310844606527,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DEE0>,368.418
N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1C1CC1,-5.182028586019998,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DF50>,319.33600000000007
Cn1cc(-c2ccnc(/C=C/c3ccc(F)cc3Br)n2)cn1,-5.722829833109258,<rdkit.Chem.rdchem.Mol object at 0x00000285F143DFC0>,359.202
Nc1nc(-c2ccccc2)c(C(=O)Nc2ccc(Cl)c(Cl)c2)s1,-5.862437902446592,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E030>,364.25700000000006
Cc1ccccc1Cn1c(=O)c2c(nc3n(-c4ccccc4O)c(C)cn23)n(C)c1=O,-5.6594805073711605,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E0A0>,415.45300000000015
NC(=O)c1ccc(N2CCCCC2)c(NC(=O)c2ncoc2-c2ccc3ccccc3c2)c1,-6.26373762847567,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E110>,440.5030000000001
Cc1nc(Nc2ccc(F)cc2)nc2c1ncn2-c1ccc(F)cc1,-6.381930792639161,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E180>,337.333
CC(C)c1ccccc1OC(=O)NCCc1ccc2ccccc2c1,-5.671747625925303,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E1F0>,333.431
Fc1ccc(Nc2nc(N3CCCCC3)c3nccnc3n2)cc1,-6.431850062509886,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E260>,324.363
Cc1nnc(-c2ccccc2NCc2ccsc2)o1,-5.46503887436375,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E2D0>,271.345
Fc1ccc(-n2cc(/C=C/c3ccnnc3)nn2)cc1Cl,-6.0482288197253435,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E340>,301.7120000000001
Cc1cc(C(=O)NC2CCN(c3nc(-c4cccs4)nc4ccccc34)CC2)on1,-5.640471084710742,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E3B0>,419.51000000000016
Cc1cn2c3c(=O)n(Cc4ccccc4Cl)c(=O)n(C)c3nc2n1-c1ccccc1O,-6.36060437387007,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E420>,435.8710000000002
Cc1sc2ncnc(OCC(=O)Nc3ccc4c(c3)OCO4)c2c1C,-6.138170263685151,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E490>,357.3910000000002
O=c1c2cc(OCc3ccc(Cl)cc3)ccc2nc2n1CCCCC2,-5.970245301809135,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E500>,354.8370000000003
COc1ccc2c(-c3ccccc3)cc3nnnn3c2c1,-6.265288054091438,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E570>,276.29900000000004
CC(C)COc1cc(F)cc(-c2cncc(C(=O)N3CCCC3)n2)c1,-5.690704780197159,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E5E0>,343.40200000000016
COc1cccc(N2CCN(c3nc(C)cc(C)c3C#N)CC2)c1,-5.554168688639246,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E650>,322.4120000000001
CCc1nnc2c3ccccc3nc(Nc3ccc(OC)cc3)n12,-6.358163362591306,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E6C0>,319.36800000000005
O=S(=O)(c1ccccc1Cl)N1CCCc2cnc(N3CCOCC3)nc21,-5.596469537250134,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E730>,394.8840000000002
COc1ccccc1NC(=O)CSc1nc(C(C)(C)C)nc2ccccc12,-6.150131916675992,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E7A0>,381.5010000000001
Cc1ccc2[nH]c(C3CN(C(=O)Cc4cccc5ccccc45)C3)nc2c1,-6.073646267081427,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E810>,355.4410000000001
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccc(Cl)cc2)s1,-5.972895464038269,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E880>,328.82399999999996
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1,-6.488584722563689,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E8F0>,523.6410000000002
COc1ccc(-c2[nH]c3ncccc3c2CN(C)CCOc2ccccc2OC)cc1,-6.14354458675545,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E960>,417.5090000000001
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(C(=O)C(F)(F)F)cn3CC(=O)N[C@@H](CC(C)C)C(=O)O)cc1,-3.837907867107019,<rdkit.Chem.rdchem.Mol object at 0x00000285F143E9D0>,553.5590000000003
CCOc1ccc(S(=O)(=O)N(CC)CC(=O)Nc2ccc3c(c2)OCO3)cc1,-5.965565136822996,<rdkit.Chem.rdchem.Mol object at 0x00000285F143EA40>,406.4600000000001
CC(C)(C)Nc1cc(NCC2CCOCC2)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1,-6.063143759806323,<rdkit.Chem.rdchem.Mol object at 0x00000285F143EAB0>,462.5980000000001
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,-6.529082786750752,<rdkit.Chem.rdchem.Mol object at 0x00000285F143EB20>,473.3810000000001
