SMILES,LogS,MW
CCCCC(=O)OCSc1ncnc2c1ncn2COC(=O)CCCC,-4.33,380.47000000000025
COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,-4.64,308.315
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,-2.17,365.4110000000001
CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,-5.85,356.4700000000001
Cn1cc(C(N)=O)c(Nc2ccc(Br)cc2F)c(F)c1=O,-4.14,358.14200000000005
COc1ccc2cc(C(C)C(=O)OCCOC(=O)C(N)CC(C)C)ccc2c1,-3.82,387.47600000000006
CCCCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-3.09,322.39
CCC(C)C(N)C(=O)OCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,-3.82,387.4760000000001
Fc1cccc(F)c1C1SCc2nc3ccccc3n21,-3.76,288.322
CCN(CC)C(=O)CCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,-1.14,365.3900000000001
CC(C)Cn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-3.11,322.39
CCCC(=O)OCn1cc(F)c(=O)n(C(=O)c2ccccc2)c1=O,-3.73,334.303
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-3.73,334.35100000000006
CC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,-3.73,314.38800000000003
CCC(C)n1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-2.76,322.39000000000004
COc1ccc2cc(C(C)C(=O)OCCOC(=O)CN3CCOCC3)ccc2c1,-4.3,401.4590000000002
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-8.9,395.3270000000001
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc(Cl)c1Cl,-9.1,395.3270000000001
CCCOC(=O)N1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21,-3.48,420.4220000000002
Cn1c(=O)c2c(nc(/C=C/c3ccccc3)n2C)n(C)c1=O,-5.55,296.3300000000001
CCC(C)C(N)C(=O)OCCCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,-4.52,415.5300000000001
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,-2.79,394.4710000000001
Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,-9.54,411.32600000000014
c1ccc2cc3c(cc4c5c(cccc53)CC4)cc2c1,-2.97,254.33199999999997
CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1,-4.3,334.39700000000005
CSc1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1,-5.32,286.308
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,-2.33,351.353
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,-3.18,359.4010000000001
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,-2.24,293.32200000000006
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,-2.64,556.863
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-9.64,411.32600000000014
CCN(CC)C(=O)NC1C=C2c3cccc4[nH]c(Br)c(c34)CC2N(C)C1,-4.38,417.35100000000017
O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21,-3.85,286.33000000000004
CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,-2.9,357.3850000000001
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-3.61,286.23900000000003
CCCc1c(O)n2c(N(C)C)nc3ccc(C)cc3n2c1=O,-3.63,300.3620000000001
CCCCc1ccc2cc3ccc4ccccc4c3cc2c1,-7.52,284.402
COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,-1.89,365.4110000000001
CNCC(=O)Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,-1.27,356.81300000000005
Cc1c2cc(Cl)ccc2cc2c1ccc1ccccc12,-7.44,276.766
CC(C)OC(=O)CC(C(=O)OC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-4.29,387.41000000000014
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,-2.73,369.3430000000002
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-3.78,360.3850000000001
CCn1ccc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)nc1=O,-2.71,336.37300000000005
CCc1nnc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)s1,-3.4,326.403
CONC(=O)c1cn(C)c(=O)c(C)c1Nc1ccc(Br)cc1F,-3.28,384.205
CCOP(=O)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,-3.18,346.7030000000001
CN(C)Cc1ccc(C(=O)OCCOCn2cnc3c(=O)[nH]c(N)nc32)cc1,-2.47,386.4120000000001
O=C(OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)C(CO)CO,-2.21,384.38800000000015
CC(C(=O)OCC(=O)N(C)CC(N)=O)c1cccc(C(=O)c2ccccc2)c1,-2.42,382.4160000000001
CCCCCc1c2ccccc2cc2c1ccc1ccccc12,-8.57,298.42900000000003
Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-10.1,445.7710000000002
CCONC(=O)c1cn(C)c(=O)c(C)c1Nc1ccc(Br)cc1F,-3.82,398.232
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-6.52,408.4980000000001
Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2Br)cc1,-4.78,372.20000000000005
CS(=O)c1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1,-5.02,302.3070000000001
CSc1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1,-5.51,326.373
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,-1.71,357.77900000000005
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1,-2.9,320.377
CCONC(=O)c1cn(C)c(=O)c(F)c1Nc1ccc(Br)cc1F,-4.19,402.195
Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,-10.3,374.8650000000001
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-1.99,302.23800000000006
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,-5.08,416.1350000000001
Cn1c(=O)c2nc3c(=O)n(C)c(=O)n(C)c3nc2n(C)c1=O,-3.31,304.266
NS(=O)(=O)c1nnc(NS(=O)(=O)Cc2ccccc2)s1,-2.7,334.404
COC(=O)/C(=C/c1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-4.57,347.34800000000007
CC1(O)CC(c2ccc(Cl)cc2)c2c(c3ccccc3oc2=O)O1,-5.84,342.7780000000001
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,-4.52,314.36600000000004
Cc1c(Nc2ccc(Br)cc2F)c(C(=O)NOCCO)cn(C)c1=O,-2.96,414.23100000000017
NCC(=O)NCC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1,-1.3,388.4270000000001
Cc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,-1.22,334.40400000000005
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,-3.56,364.42300000000006
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,-3.37,392.4060000000002
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-4.54,372.80800000000005
Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,-1.5,335.39200000000005
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-8.49,371.524
Nc1cccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c1,-1.54,335.3920000000001
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,-4.13,325.77400000000006
CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)N=S(C)C)cc1[N+](=O)[O-],-4.86,406.4860000000001
CC1(C)SC2C(NC(=O)C(N)c3ccc(N)cc3)C(=O)N2C1c1nnn[nH]1,-1.57,388.45700000000005
NS(=O)(=O)c1nnc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)s1,-1.37,374.272
CCCN(CCC)Cc1cccc(C(=O)OCCOCn2cnc3c(=O)[nH]c(N)nc32)c1,-0.35,442.52000000000015
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)cc2)s1,-2.01,354.822
NS(=O)(=O)c1ccc(CNC(=S)NC(C(=O)O)C(O)c2ccccc2)cc1,-1.29,409.4890000000001
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)Cc1ccccc1,-2.48,348.43100000000015
COc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,-2.25,350.4030000000001
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,-5.09,383.40800000000024
Cc1ccc(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)cc1,-2.84,348.4310000000001
COc1ccc2cc(C(C)C(=O)OCCOC(=O)C(N)Cc3ccccc3)ccc2c1,-3.75,421.49300000000005
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,-0.91,972.8460000000011
Nc1ccc(S(=O)(=O)Nc2ccn(Cc3ccccc3)c(=O)n2)cc1,-4.8,356.4070000000001
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(F)cc1,-2.03,352.3940000000001
CCN(C(=O)CNC)C1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,-1.21,395.5280000000001
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(N)cc1,-2.5,349.41900000000015
C#CC1(OC(=O)c2ccc(-c3ccccc3)cc2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-8.11,478.63200000000046
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1cccc(N)c1,-2.45,349.41900000000015
Cc1cc(C)c(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c(C)c1,-2.7,362.45800000000014
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.79,365.84200000000004
CC1C(NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,-1.64,435.44000000000017
COc1ccc2cc(C(C)C(=O)OC(C)OC(=O)C(N)Cc3ccccc3)ccc2c1,-3.5,421.4930000000001
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Br)cc2)s1,-2.13,399.273
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)cc1,-2.44,368.84900000000016
CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccc4c(c3)OCCO4)c(Cl)c2)CC1,-2.05,458.9670000000003
COc1cc2ncnc(N3CCN(C(=S)NCc4ccco4)CC3)c2cc1OC,-5.63,413.5030000000002
COc1cc2ncnc(N3CCN(C(=O)Nc4ccsc4)CC3)c2cc1OC,-5.3,399.47600000000017
NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)c3cccnc3)n2)cc1,-1.27,370.39400000000006
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-2.01,613.9150000000002
C#CC1(OC(=O)c2ccc(Oc3ccccc3)cc2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-6.84,494.6310000000005
COc1ccc(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)cc1,-2.76,364.4300000000001
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,-1.33,365.3740000000001
NCC(=O)NCC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,-1.23,434.28300000000013
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,-0.94,457.48300000000023
NS(=O)(=O)c1nnc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)s1,-1.46,365.3740000000001
CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccccc3C(C)C)c([N+](=O)[O-])c2)CC1,-2.7,453.5640000000003
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2C(=O)O)s1,-2.32,364.3860000000001
CC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,-1.62,377.4290000000001
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2[N+](=O)[O-])s1,-1.82,365.3740000000001
CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccc4[nH]ccc4c3)c(Cl)c2)CC1,-2.74,439.9680000000002
Cc1cc(C)c(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)c(C)c1,-3.0,376.4850000000001
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,-3.97,410.41200000000015
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(I)cc2)s1,-2.2,446.273
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,-2.95,414.52700000000016
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Br)cc1,-2.51,413.3000000000001
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,-3.19,403.3980000000002
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,-4.26,401.8460000000001
Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,-8.4,346.38000000000005
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,-3.88,337.38200000000006
NCC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,-1.19,392.4440000000001
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,-2.7,379.4010000000002
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1cccc([N+](=O)[O-])c1,-2.67,379.4010000000002
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,-3.82,399.3970000000001
CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,-2.95,383.5170000000001
CC(=O)Nc1ccc(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)cc1,-1.69,391.4560000000001
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccccc1C(=O)O,-2.51,378.4130000000002
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,-6.14,398.4000000000001
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,-4.2,435.52800000000013
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccccc1[N+](=O)[O-],-2.79,379.4010000000002
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)s1,-1.99,399.8190000000001
COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC,-6.95,438.44400000000024
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,-3.82,332.31100000000004
COc1cncnc1N1CCN(CCc2c[nH]c3ccc(CS(=O)(=O)N(C)C)cc23)CC1,-3.76,458.58800000000025
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(I)cc1,-2.77,460.3000000000001
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,-2.62,454.5190000000002
CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)c2ccccc2)CSC1(C)C,-3.62,497.66100000000023
NS(=O)(=O)c1nnc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,-1.21,410.32700000000006
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,-0.14,462.5130000000001
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,-6.39,375.3740000000001
FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,-5.42,416.3500000000001
CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)Cc2ccccc2)CSC1(C)C,-3.72,511.6880000000003
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,-3.8,417.38700000000006
Cc1ccc(C(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC(C)(C)C)cc1,-4.11,511.68800000000033
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,-5.44,441.40400000000017
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,-4.53,416.3590000000001
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,-2.47,413.84600000000023
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccccc3)n2)cc1,-2.55,405.4610000000001
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,-1.84,1134.9870000000014
CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccccc2)CSC1(C)C,-3.83,527.6870000000002
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)Cc3ccccc3)n2)cc1,-2.7,419.48800000000017
CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)c2ccc(Cl)cc2)CSC1(C)C,-4.28,532.1060000000002
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])s1,-2.91,410.37100000000015
COc1ccc(C(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC(C)(C)C)cc1,-4.11,527.6870000000004
NCC(=O)NCC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,-1.29,449.4960000000001
COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,-5.69,492.4360000000002
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC(C)(C)C,-5.01,555.7410000000002
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-2.74,424.39800000000025
CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)c2ccc([N+](=O)[O-])cc2)CSC1(C)C,-3.98,542.6580000000001
Nc1ccc(S(=O)(=O)Nc2nc(-c3ccc(-c4ccccc4)cc3)cs2)cc1,-5.61,407.52000000000004
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccc(Br)cc3)n2)cc1,-2.62,484.35700000000014
Cc1ccc(S(=O)(=O)NC(=O)Nc2nccc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,-4.3,462.51300000000015
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,-8.65,540.6590000000002
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(=O)(=O)NP(=O)(O)O)cc2)cc1F,-2.55,461.7950000000001
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)n2)cc1,-1.82,473.45800000000014
NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)n2)cc1,-4.0,482.9310000000001
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,-0.75,1297.1280000000015
COCCNC(=O)C(NC(=O)C(Cc1cc(OC)c(OC)c(OC)c1)CC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,-4.0,659.8210000000001
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1,-1.57,495.4110000000002
CCCOc1ccc2c(c1)C(c1ccc(OC)cc1OCC(=O)O)C(C(=O)O)C2c1ccc2c(c1)OCO2,-6.77,520.5340000000003
CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,-5.27,611.7430000000004
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.97,608.6880000000004
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-4.45,527.4140000000001
CC(C)CCCC(C)C1CCC2C3CCC4CC(C)(CCC=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C,-8.46,781.9019999999998
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCCN(CCO)CCO,-2.37,817.0419999999997
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCC(N)C(=O)O,-2.22,772.9449999999999
CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C,-3.95,667.854
Cc1cc(C2(c3cc(C)c(O)c(Br)c3C(C)C)OS(=O)(=O)c3ccccc32)c(C(C)C)c(Br)c1O,-5.18,624.3910000000003
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,-3.36,762.953
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,-3.42,762.953
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cc[n+]([O-])cc1,-2.38,778.952
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN)c1,-2.85,791.0069999999998
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(N)c1ccccn1,-3.4,791.9949999999999
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,-3.39,1139.7640000000001
CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN)c1,-4.7,831.0719999999998
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(C(=O)O)c1ccccc1,-3.13,805.9740000000002
CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCCN2C(=O)C2CCCCN2C1=O,-5.57,740.9459999999997
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1cccc(CN)c1)C(=O)O,-2.82,849.0429999999999
CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]cn2)NC(=O)C2CCCCN2C(=O)C2CCCCN2C1=O,-2.58,755.9209999999996
CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C(CCCN)NC(=O)C2CCC=NN2C1=O,-2.7,742.9219999999998
CCC(C)C1NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]cn2)NC(=O)C2CCCCN2C(=O)C2CCCCN2C1=O,-3.98,766.9439999999996
CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CNCCN2C(=O)C2CCCCN2C1=O,-2.75,780.9709999999997
CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]cn2)NC(=O)C2CCCCN2C(=O)C2CCC=NN2C1=O,-2.6,754.8929999999997
CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCC=NN2C(=O)C2CCC=NN2C1=O,-4.04,738.8899999999999
CCCCCCCCCCCC,-6.41,170.33999999999997
CCCCCCCCCCCCCC,-7.456,198.39399999999995
C=CBr,-1.275,106.94999999999999
C=COCC,-0.858,72.107
COP(=O)(OC)OC=C(Cl)Cl,-1.344,220.976
C[N+](C)(C)CCCl,0.799,158.072
CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,-4.63,298.304
CSc1nnc(C(C)(C)C)c(=O)n1N,-2.245,214.29399999999998
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,-4.133,305.34000000000003
CCOP(=O)(OCC)SCn1nnc2ccccc2c1=O,-1.993,329.3180000000001
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3.834,341.19000000000005
